From To DistanceTotal[km] DistanceInside[km] DistanceOutside[km] Duration[s]
C101 C163 38.247 20.686 17.561 00:22:59
C101 C164 25.587 20.686 4.901 00:15:50
C101 C165 36.243 19.733 16.51 00:22:41
C101 C166 9.892 9.892 0 00:06:16
C101 C167 22.581 19.495 3.086 00:14:10
C101 C168 28.894 21.769 7.125 00:17:47
C101 C169 32.626 19.495 13.131 00:19:29
C101 C170 15.344 2.403 12.941 00:12:31
C101 C171 26.804 21.769 5.035 00:16:32
C101 C172 19.508 2.403 17.105 00:14:50
C101 C173 23.547 20.618 2.929 00:15:03
C101 C174 13.625 13.625 0 00:08:27
C101 C175 11.756 11.756 0 00:07:36
C101 C176 6.476 6.476 0 00:04:13
C101 C177 14.062 10.943 3.119 00:08:50
C101 C178 36.545 19.495 17.05 00:21:01
C101 C179 12.314 12.314 0 00:07:41
C101 C180 41.022 20.686 20.336 00:23:00
C101 C181 38.894 20.686 18.208 00:23:56
C101 C182 26.332 20.686 5.646 00:16:16
C101 C183 13.881 8.42 5.461 00:09:27
C101 C184 39.915 20.686 19.229 00:24:44
C101 C185 31.633 19.733 11.9 00:19:12
C101 C186 28.192 19.733 8.459 00:22:08
C101 C187 35.343 20.686 14.657 00:21:22
C101 C188 25.315 2.403 22.912 00:16:19
C101 C189 27.238 13.582 13.656 00:17:04
C101 C190 6.253 6.253 0 00:04:59
C101 C191 8.102 8.102 0 00:05:31
C101 C192 10.676 10.676 0 00:06:46
C102 D0 30.485 0 30.485 00:17:32
C102 C1 30.091 2.591 27.5 00:18:53
C102 C2 20.73 2.225 18.505 00:11:52
C102 C3 34.4 14.845 19.555 00:20:49
C102 C4 32.959 9.441 23.518 00:20:12
C102 C5 27.397 6.631 20.766 00:16:42
C102 C6 26.985 7.43 19.555 00:16:18
C102 C7 22.324 5.511 16.813 00:13:30
C102 C8 13.038 0 13.038 00:08:26
C102 C9 30.486 0 30.486 00:18:29
C102 C10 30.447 10.892 19.555 00:18:29
C102 C11 37.675 0 37.675 00:20:06
C102 C12 32.3 5.403 26.897 00:19:40
C102 C13 9.369 0 9.369 00:06:38
C102 C14 36.474 12.248 24.226 00:22:29
C102 C15 19.807 0 19.807 00:12:04
C102 C16 28.761 0 28.761 00:17:25
C102 C17 25.835 3.525 22.31 00:15:24
C102 C18 23.38 3.825 19.555 00:14:08
C102 C19 40.66 12.248 28.412 00:24:54
C102 C20 31.498 0 31.498 00:18:09
C102 C21 21.647 0 21.647 00:13:03
C102 C22 42.933 4.843 38.09 00:23:52
C102 C23 38.687 4.882 33.805 00:21:20
C102 C24 43.475 0 43.475 00:26:12
C102 C25 29.042 12.229 16.813 00:17:33
C102 C26 59.658 11.057 48.601 00:31:38
C102 C27 28.817 1.317 27.5 00:17:35
C102 C28 38.369 0 38.369 00:23:06
C102 C29 24.49 0 24.49 00:14:48
C102 C30 33.608 14.053 19.555 00:20:25
C102 C31 16.268 0 16.268 00:10:11
C102 C32 37.336 16.156 21.18 00:22:43
C102 C33 43.495 6.447 37.048 00:23:50
C102 C34 58.849 11.057 47.792 00:31:51
C102 C35 25.881 0 25.881 00:15:55
C102 C36 36.003 5.411 30.592 00:19:43
C102 C37 45.65 0 45.65 00:26:33
C102 C38 29.613 0 29.613 00:18:04
C102 C39 31.484 0.878 30.606 00:17:36
C102 C40 22.945 2.225 20.72 00:12:54
C102 C41 12.772 0 12.772 00:07:46
C102 C42 33.622 0 33.622 00:20:46
C102 C43 37.027 0 37.027 00:22:46
C102 C44 30.203 0 30.203 00:17:51
C102 C45 50.517 7.777 42.74 00:28:11
C102 C46 24.866 8.053 16.813 00:15:10
C102 C47 31.248 0 31.248 00:18:28
C102 C48 24.332 3.566 20.766 00:14:50
C102 C49 45.017 15.479 29.538 00:27:14
C102 C50 31.047 0 31.047 00:18:53
C102 C51 28.205 8.65 19.555 00:17:02
C102 C52 30.392 0 30.392 00:17:36
C102 C53 29.084 9.529 19.555 00:17:33
C102 C54 18.998 0 18.998 00:11:48
C102 C55 29.086 8.32 20.766 00:17:33
C102 C56 58.788 11.057 47.731 00:31:06
C102 C57 54.253 6.447 47.806 00:30:29
C102 C58 35.707 16.152 19.555 00:21:37
C102 C59 29.938 0 29.938 00:17:03
C102 C60 58.128 11.057 47.071 00:30:44
C102 C61 13.102 0 13.102 00:07:58
C102 C62 15.19 0 15.19 00:09:15
C102 C63 49.674 7.777 41.897 00:27:32
C102 C64 13.336 0 13.336 00:07:49
C102 C65 27.065 7.51 19.555 00:16:21
C102 C66 34.273 0 34.273 00:20:23
C102 C67 53.564 9.087 44.477 00:28:45
C102 C68 34.201 0 34.201 00:20:00
C102 C69 13.75 0 13.75 00:07:53
C102 C70 53.487 6.447 47.04 00:28:50
C102 C71 33.375 0 33.375 00:19:50
C102 C72 1.366 0 1.366 00:01:18
C102 C73 43.313 4.843 38.47 00:24:12
C102 C74 23.151 0 23.151 00:14:07
C102 C75 29.509 2.612 26.897 00:18:00
C102 C76 16.452 0 16.452 00:09:41
C102 C77 16.405 0 16.405 00:09:57
C102 C78 17.104 0 17.104 00:10:27
C102 C79 32.801 0 32.801 00:20:11
C102 C80 28.252 0 28.252 00:16:22
C102 C81 18.366 0 18.366 00:11:18
C102 C82 30.439 0 30.439 00:17:56
C102 C83 13.488 0 13.488 00:08:27
C102 C84 23.16 2.125 21.035 00:13:45
C102 C85 15.432 0 15.432 00:09:04
C102 C86 57.318 11.057 46.261 00:30:13
C102 C87 33.683 6.786 26.897 00:20:24
C102 C88 42.43 0 42.43 00:25:27
C102 C89 29.348 0 29.348 00:19:28
C102 C90 26.766 7.211 19.555 00:16:42
C102 C91 1.456 0 1.456 00:00:59
C102 C92 18.225 0 18.225 00:10:52
C102 C93 29.414 8.648 20.766 00:17:45
C102 C94 16.757 0 16.757 00:10:21
C102 C95 38.163 0 38.163 00:20:41
C102 C96 24.801 5.246 19.555 00:14:59
C102 C97 35.461 8.564 26.897 00:22:55
C102 C98 17.112 0 17.112 00:10:05
C102 C99 8.11 0 8.11 00:05:40
C102 C100 23.424 3.869 19.555 00:14:09
C102 C101 31.468 4.571 26.897 00:19:17
C102 C102 0 0 0 00:00:00
C102 C103 42.366 12.248 30.118 00:25:42
C102 C104 26.23 6.675 19.555 00:16:23
C102 C105 34.672 0 34.672 00:20:32
C102 C106 34.209 7.312 26.897 00:20:49
C102 C107 28.874 9.319 19.555 00:17:26
C102 C108 25.334 7.148 18.186 00:15:26
C102 C109 31.264 0 31.264 00:18:32
C102 C110 44.442 10.796 33.646 00:23:45
C102 C111 35.86 0 35.86 00:20:38
C102 C112 21.81 2.255 19.555 00:13:27
C102 C113 21.81 2.255 19.555 00:13:27
C102 C114 26.733 4.892 21.841 00:16:11
C102 C115 39.68 15.575 24.105 00:24:10
C102 C116 43.04 6.447 36.593 00:23:33
C102 C117 33.873 14.318 19.555 00:20:27
C102 C118 17.327 0 17.327 00:10:13
C102 C119 35.653 12.248 23.405 00:22:14
C102 C120 40.863 15.288 25.575 00:24:39
C102 C121 7.737 0 7.737 00:04:45
C102 C122 25.463 0 25.463 00:14:31
C102 C123 34.635 0 34.635 00:20:29
C102 C124 15.582 0 15.582 00:09:30
C102 C125 23.518 0 23.518 00:14:38
C102 C126 26.195 0 26.195 00:17:21
C102 C127 13.534 0 13.534 00:08:13
C102 C128 44.68 0 44.68 00:25:58
C102 C129 16.516 0 16.516 00:09:45
C102 C130 47.36 12.248 35.112 00:28:41
C102 C131 29.497 0 29.497 00:17:48
C102 C132 39.979 0 39.979 00:22:38
C102 C133 18.11 0 18.11 00:11:10
C102 C134 30.945 0 30.945 00:18:10
C102 C135 35.653 12.248 23.405 00:22:14
C102 C136 17.812 0 17.812 00:10:46
C102 C137 25.579 0 25.579 00:14:49
C102 C138 35.027 15.472 19.555 00:21:07
C102 C139 37.729 15.276 22.453 00:22:44
C102 C140 32.166 12.611 19.555 00:19:24
C102 C141 29.942 10.387 19.555 00:18:04
C102 C142 29.262 0 29.262 00:26:42
C102 C143 58.887 11.057 47.83 00:31:19
C102 C144 34.516 0 34.516 00:21:21
C102 C145 29.149 12.336 16.813 00:17:35
C102 C146 42.644 15.954 26.69 00:26:06
C102 C147 41.044 0 41.044 00:24:44
C102 C148 23.797 5.611 18.186 00:15:07
C102 C149 20.024 0 20.024 00:11:50
C102 C150 29.786 0 29.786 00:17:59
C102 C151 25.182 5.627 19.555 00:15:45
C102 C152 64.18 11.057 53.123 00:34:47
C102 C153 38.01 0 38.01 00:22:49
C102 C154 20.731 1.176 19.555 00:12:33
C102 C155 30.18 3.283 26.897 00:18:18
C102 C156 35.509 15.954 19.555 00:21:25
C102 C157 26.591 7.036 19.555 00:16:12
C102 C158 18.907 0 18.907 00:11:35
C102 C159 30.826 0 30.826 00:18:14
C102 C160 31.753 12.198 19.555 00:19:14
C102 C161 18.193 0 18.193 00:11:02
C102 C162 30.963 4.066 26.897 00:18:41
C102 C163 31.807 0 31.807 00:18:59
C102 C164 19.875 0 19.875 00:11:45
C102 C165 37.591 0 37.591 00:22:17
C102 C166 26.194 6.639 19.555 00:15:52
C102 C167 45.469 11.057 34.412 00:24:38
C102 C168 49.006 6.447 42.559 00:27:20
C102 C169 55.514 11.057 44.457 00:29:57
C102 C170 23.345 0 23.345 00:16:50
C102 C171 46.934 6.447 40.487 00:26:06
C102 C172 15.791 0 15.791 00:11:49
C102 C173 25.697 0 25.697 00:15:15
C102 C174 25.992 6.437 19.555 00:15:42
C102 C175 27.73 8.175 19.555 00:17:04
C102 C176 28.472 7.706 20.766 00:17:14
C102 C177 35.272 15.717 19.555 00:21:25
C102 C178 59.433 11.057 48.376 00:31:30
C102 C179 29.933 10.378 19.555 00:18:04
C102 C180 32.745 0 32.745 00:19:28
C102 C181 19.321 0 19.321 00:11:32
C102 C182 24.045 0 24.045 00:13:40
C102 C183 38.673 0 38.673 00:23:36
C102 C184 20.931 0 20.931 00:12:41
C102 C185 32.492 0 32.492 00:18:44
C102 C186 36.397 0 36.397 00:25:36
C102 C187 14.814 0 14.814 00:08:42
C102 C188 10.405 0 10.405 00:06:54
C102 C189 45.859 12.248 33.611 00:28:05
C102 C190 35.814 8.917 26.897 00:22:34
C102 C191 37.57 10.673 26.897 00:23:04
C102 C192 24.395 4.84 19.555 00:15:09
C103 D0 28.134 9.104 19.03 00:14:26
C103 C1 19.59 8.787 10.803 00:12:06
C103 C2 40.654 12.845 27.809 00:19:47
C103 C3 15.296 4.293 11.003 00:09:19
C103 C4 20.815 7.574 13.241 00:11:08
C103 C5 18.395 7.592 10.803 00:11:14
C103 C6 16.568 5.765 10.803 00:09:59
C103 C7 27.14 16.337 10.803 00:16:20
C103 C8 32.199 12 20.199 00:19:43
C103 C9 31.713 9.104 22.609 00:17:20
C103 C10 16.626 5.823 10.803 00:10:08
C103 C11 50.949 9.104 41.845 00:25:04
C103 C12 19.668 9.469 10.199 00:12:01
C103 C13 43.382 12.804 30.578 00:27:20
C103 C14 7.518 0 7.518 00:05:02
C103 C15 32.719 12.804 19.915 00:20:12
C103 C16 46.28 9.104 37.176 00:24:39
C103 C17 28.675 9.104 19.571 00:14:29
C103 C18 23.624 12.821 10.803 00:14:37
C103 C19 4.97 0 4.97 00:03:21
C103 C20 34.62 9.104 25.516 00:18:09
C103 C21 32.716 9.104 23.612 00:16:12
C103 C22 22.273 0 22.273 00:13:21
C103 C23 22.122 5.195 16.927 00:11:38
C103 C24 19.761 0 19.761 00:10:05
C103 C25 24.479 11.238 13.241 00:13:02
C103 C26 15.375 0 15.375 00:09:13
C103 C27 20.365 9.562 10.803 00:12:32
C103 C28 51.134 9.104 42.03 00:27:53
C103 C29 34.596 12.804 21.792 00:20:48
C103 C30 14.174 3.975 10.199 00:08:42
C103 C31 38.661 9.104 29.557 00:20:08
C103 C32 14.19 0 14.19 00:08:38
C103 C33 19.091 2.517 16.574 00:10:16
C103 C34 15.987 0 15.987 00:08:57
C103 C35 24.773 11.71 13.063 00:15:16
C103 C36 20.455 7.214 13.241 00:10:38
C103 C37 23.776 0 23.776 00:14:15
C103 C38 27.497 13.794 13.703 00:17:00
C103 C39 22.836 9.595 13.241 00:11:20
C103 C40 32.696 9.104 23.592 00:16:02
C103 C41 35.125 12.804 22.321 00:21:07
C103 C42 43.725 9.104 34.621 00:23:53
C103 C43 25.743 0 25.743 00:14:17
C103 C44 36.157 9.104 27.053 00:19:04
C103 C45 10.895 0 10.895 00:06:14
C103 C46 24.754 13.951 10.803 00:15:20
C103 C47 35.678 9.104 26.574 00:18:47
C103 C48 20.488 9.685 10.803 00:12:28
C103 C49 13.312 0 13.312 00:07:59
C103 C50 24.815 9.185 15.63 00:13:34
C103 C51 16.258 5.455 10.803 00:09:49
C103 C52 27.341 9.104 18.237 00:14:15
C103 C53 13.895 3.092 10.803 00:08:23
C103 C54 25.632 12 13.632 00:15:50
C103 C55 19.777 8.974 10.803 00:11:55
C103 C56 15.629 0 15.629 00:08:42
C103 C57 13.555 0 13.555 00:08:07
C103 C58 12.489 1.624 10.865 00:07:35
C103 C59 25.452 9.104 16.348 00:12:50
C103 C60 14.969 0 14.969 00:08:20
C103 C61 32.5 12.471 20.029 00:19:53
C103 C62 29.196 12.471 16.725 00:17:49
C103 C63 12.811 0 12.811 00:07:41
C103 C64 42.379 9.104 33.275 00:21:28
C103 C65 18.113 7.31 10.803 00:10:55
C103 C66 49.041 9.104 39.937 00:24:24
C103 C67 7.963 0 7.963 00:04:46
C103 C68 33.109 9.104 24.005 00:17:27
C103 C69 39.47 9.104 30.366 00:19:25
C103 C70 23.624 0 23.624 00:14:03
C103 C71 49.363 9.104 40.259 00:24:30
C103 C72 41.604 12.471 29.133 00:25:38
C103 C73 22.241 0 22.241 00:13:26
C103 C74 26.636 10.041 16.595 00:16:02
C103 C75 20.515 9.712 10.803 00:12:32
C103 C76 36.412 9.104 27.308 00:18:10
C103 C77 29.732 12.804 16.928 00:17:53
C103 C78 39.029 9.104 29.925 00:20:25
C103 C79 43.202 9.202 34 00:23:12
C103 C80 26.484 9.104 17.38 00:13:26
C103 C81 34.851 12.804 22.047 00:21:07
C103 C82 23.863 9.184 14.679 00:12:38
C103 C83 38.46 12.804 25.656 00:23:22
C103 C84 32.099 9.929 22.17 00:16:06
C103 C85 42.198 10.046 32.152 00:21:22
C103 C86 14.159 0 14.159 00:07:49
C103 C87 23.203 13.004 10.199 00:14:03
C103 C88 27.949 5.047 22.902 00:15:58
C103 C89 33.778 9.104 24.674 00:20:18
C103 C90 20.18 9.377 10.803 00:12:24
C103 C91 42.985 12.471 30.514 00:26:04
C103 C92 37.363 12.804 24.559 00:22:17
C103 C93 18.607 7.804 10.803 00:11:13
C103 C94 28.835 12.471 16.364 00:17:55
C103 C95 50.436 9.104 41.332 00:24:53
C103 C96 22.415 11.612 10.803 00:13:30
C103 C97 24.447 14.551 9.896 00:16:16
C103 C98 41.382 9.104 32.278 00:21:15
C103 C99 44.334 12.804 31.53 00:27:20
C103 C100 19.807 9.004 10.803 00:11:56
C103 C101 23.733 13.534 10.199 00:14:32
C103 C102 43.03 12.471 30.559 00:26:13
C103 C103 0 0 0 00:00:00
C103 C104 21.099 10.296 10.803 00:13:15
C103 C105 40.358 9.202 31.156 00:20:58
C103 C106 19.038 9.142 9.896 00:11:38
C103 C107 14.081 3.278 10.803 00:08:30
C103 C108 24.364 13.561 10.803 00:14:40
C103 C109 25.032 9.185 15.847 00:13:13
C103 C110 12.259 2.09 10.169 00:07:00
C103 C111 23.097 5.195 17.902 00:12:27
C103 C112 21.307 10.504 10.803 00:13:05
C103 C113 21.307 10.504 10.803 00:13:05
C103 C114 27.753 12.637 15.116 00:15:28
C103 C115 16.592 0 16.592 00:09:26
C103 C116 18.636 2.517 16.119 00:10:00
C103 C117 11.598 1.702 9.896 00:07:02
C103 C118 35.557 9.104 26.453 00:17:39
C103 C119 10.818 0 10.818 00:07:18
C103 C120 8.609 0 8.609 00:04:51
C103 C121 48.489 12.804 35.685 00:29:08
C103 C122 29.515 9.104 20.411 00:14:33
C103 C123 33.505 9.104 24.401 00:17:55
C103 C124 29.669 12.804 16.865 00:17:51
C103 C125 28.994 10.041 18.953 00:17:50
C103 C126 30.115 9.104 21.011 00:17:18
C103 C127 33.283 12.471 20.812 00:20:15
C103 C128 30.199 5.047 25.152 00:16:30
C103 C129 36.517 9.104 27.413 00:17:57
C103 C130 5.764 0 5.764 00:03:44
C103 C131 51.666 9.104 42.562 00:26:19
C103 C132 33.804 9.202 24.602 00:17:22
C103 C133 38.048 9.104 28.944 00:19:41
C103 C134 33.672 9.104 24.568 00:17:48
C103 C135 10.818 0 10.818 00:07:18
C103 C136 46.489 9.104 37.385 00:24:11
C103 C137 28.908 9.104 19.804 00:14:11
C103 C138 11.509 0.944 10.565 00:06:55
C103 C139 10.712 0 10.712 00:06:26
C103 C140 17.422 5.294 12.128 00:10:32
C103 C141 16.145 4.017 12.128 00:09:46
C103 C142 50.131 9.104 41.027 00:35:34
C103 C143 15.728 0 15.728 00:08:55
C103 C144 30.78 0 30.78 00:16:26
C103 C145 20.184 7.902 12.282 00:12:09
C103 C146 3.475 0 3.475 00:02:25
C103 C147 20.627 0 20.627 00:10:52
C103 C148 25.24 12.321 12.919 00:16:09
C103 C149 35.613 9.104 26.509 00:18:22
C103 C150 28.059 15.801 12.258 00:16:58
C103 C151 18.786 7.983 10.803 00:11:48
C103 C152 21.021 0 21.021 00:12:23
C103 C153 47.811 9.104 38.707 00:26:15
C103 C154 22.592 11.789 10.803 00:13:36
C103 C155 22.497 12.298 10.199 00:13:38
C103 C156 10.565 0 10.565 00:06:21
C103 C157 16.235 5.432 10.803 00:09:52
C103 C158 29.552 12.804 16.748 00:18:09
C103 C159 32.44 9.104 23.336 00:17:24
C103 C160 15.925 3.797 12.128 00:09:49
C103 C161 28.226 12.804 15.422 00:16:59
C103 C162 19.311 8.508 10.803 00:11:38
C103 C163 44.049 9.104 34.945 00:22:58
C103 C164 34.018 9.104 24.914 00:16:44
C103 C165 38.495 9.104 29.391 00:21:11
C103 C166 17.176 6.373 10.803 00:10:24
C103 C167 13.15 2.317 10.833 00:07:28
C103 C168 15.679 0 15.679 00:09:13
C103 C169 10.308 0 10.308 00:06:11
C103 C170 37.062 12.804 24.258 00:25:01
C103 C171 13.712 0 13.712 00:08:13
C103 C172 36.925 12.804 24.121 00:24:45
C103 C173 29.026 9.104 19.922 00:14:38
C103 C174 20.926 10.123 10.803 00:12:36
C103 C175 16.735 5.932 10.803 00:10:21
C103 C176 19.163 8.36 10.803 00:11:36
C103 C177 12.054 1.189 10.865 00:07:23
C103 C178 16.274 0 16.274 00:09:06
C103 C179 12.454 1.651 10.803 00:07:31
C103 C180 46.824 9.104 37.72 00:22:58
C103 C181 46.112 9.104 37.008 00:23:49
C103 C182 32.741 9.104 23.637 00:16:29
C103 C183 24.246 0 24.246 00:12:26
C103 C184 46.647 9.104 37.543 00:24:43
C103 C185 33.885 9.104 24.781 00:17:42
C103 C186 31.745 9.185 22.56 00:21:17
C103 C187 41.605 9.104 32.501 00:20:59
C103 C188 41.571 12.804 28.767 00:25:32
C103 C189 4.263 0 4.263 00:03:08
C103 C190 25.322 15.426 9.896 00:16:16
C103 C191 22.637 12.741 9.896 00:14:09
C103 C192 19.043 8.24 10.803 00:11:33
C104 D0 12.559 3.216 9.343 00:08:22
C104 C1 12.187 12.187 0 00:08:09
C104 C2 12.982 11.29 1.692 00:08:14
C104 C3 9.844 9.844 0 00:06:47
C104 C4 7.919 7.919 0 00:05:51
C104 C5 7.906 7.906 0 00:05:26
C104 C6 4.564 4.564 0 00:03:33
C104 C7 6.939 6.939 0 00:04:42
C104 C8 15.36 10.507 4.853 00:09:50
C104 C9 16.138 3.216 12.922 00:11:17
C104 C10 10.811 10.811 0 00:07:08
C104 C11 32.514 8.053 24.461 00:17:34
C104 C12 14.631 14.631 0 00:09:29
C104 C13 26.804 6.44 20.364 00:17:54
C104 C14 14.812 10.141 4.671 00:10:12
C104 C15 17.8 8.688 9.112 00:11:44
C104 C16 27.845 8.053 19.792 00:17:09
C104 C17 7.666 6.17 1.496 00:05:14
C104 C18 3.423 3.423 0 00:03:00
C104 C19 18.998 10.141 8.857 00:12:37
C104 C20 19.045 3.216 15.829 00:12:05
C104 C21 11 8.053 2.947 00:07:23
C104 C22 18.183 10.685 7.498 00:11:34
C104 C23 13.453 10.24 3.213 00:08:44
C104 C24 29.037 7.304 21.733 00:17:58
C104 C25 4.146 4.146 0 00:03:10
C104 C26 32.101 12.001 20.1 00:18:28
C104 C27 10.785 10.785 0 00:07:12
C104 C28 32.699 8.053 24.646 00:20:24
C104 C29 19.677 8.688 10.989 00:12:21
C104 C30 13.972 13.972 0 00:09:04
C104 C31 18.907 8.053 10.854 00:12:30
C104 C32 17.7 16.075 1.625 00:11:22
C104 C33 16.396 8.722 7.674 00:10:15
C104 C34 29.126 8.722 20.404 00:18:26
C104 C35 11.19 7.304 3.886 00:07:49
C104 C36 8.976 8.976 0 00:06:04
C104 C37 21.923 9.606 12.317 00:13:59
C104 C38 15.175 7.304 7.871 00:09:51
C104 C39 8.874 8.874 0 00:05:59
C104 C40 11.512 8.053 3.459 00:07:33
C104 C41 20.477 10.507 9.97 00:11:59
C104 C42 27.429 8.053 19.376 00:17:14
C104 C43 22.853 7.304 15.549 00:14:36
C104 C44 20.582 3.216 17.366 00:13:00
C104 C45 23.418 10.052 13.366 00:14:37
C104 C46 4.553 4.553 0 00:03:42
C104 C47 20.103 3.216 16.887 00:12:43
C104 C48 6.288 6.288 0 00:04:26
C104 C49 25.381 15.398 9.983 00:15:53
C104 C50 10.368 7.448 2.92 00:07:56
C104 C51 4.746 4.746 0 00:03:41
C104 C52 11.766 3.216 8.55 00:08:11
C104 C53 9.448 9.448 0 00:06:12
C104 C54 9.347 6.44 2.907 00:06:52
C104 C55 9.825 9.825 0 00:06:26
C104 C56 31.231 12.001 19.23 00:17:57
C104 C57 27.154 8.722 18.432 00:16:55
C104 C58 16.071 16.071 0 00:10:17
C104 C59 9.877 3.216 6.661 00:06:46
C104 C60 30.571 12.001 18.57 00:17:35
C104 C61 15.666 6.44 9.226 00:10:04
C104 C62 12.362 6.44 5.922 00:08:00
C104 C63 22.575 10.052 12.523 00:13:58
C104 C64 17.087 12.28 4.807 00:10:47
C104 C65 4.125 4.125 0 00:03:17
C104 C66 30.606 8.053 22.553 00:16:54
C104 C67 25.007 12.001 13.006 00:15:25
C104 C68 17.534 3.216 14.318 00:11:23
C104 C69 20.575 8.053 12.522 00:12:17
C104 C70 26.148 8.722 17.426 00:14:49
C104 C71 30.928 8.053 22.875 00:17:00
C104 C72 24.77 6.44 18.33 00:15:49
C104 C73 18.563 10.685 7.878 00:11:54
C104 C74 13.096 7.304 5.792 00:08:25
C104 C75 12.143 12.143 0 00:08:00
C104 C76 15.348 8.053 7.295 00:09:45
C104 C77 13.876 6.44 7.436 00:08:53
C104 C78 19.823 8.053 11.77 00:13:00
C104 C79 26.48 8.053 18.427 00:16:42
C104 C80 10.398 7.653 2.745 00:07:13
C104 C81 19.643 6.44 13.203 00:12:31
C104 C82 7.761 7.049 0.712 00:05:46
C104 C83 21.882 6.44 15.442 00:13:56
C104 C84 7.329 7.329 0 00:04:56
C104 C85 16.16 12.28 3.88 00:10:14
C104 C86 29.761 12.001 17.76 00:17:04
C104 C87 16.424 16.424 0 00:10:29
C104 C88 20.344 10.685 9.659 00:13:41
C104 C89 17.977 8.053 9.924 00:13:40
C104 C90 0.672 0.672 0 00:01:07
C104 C91 26.151 6.44 19.711 00:16:15
C104 C92 23.289 10.507 12.782 00:13:00
C104 C93 10.153 10.153 0 00:06:38
C104 C94 12.001 6.44 5.561 00:08:06
C104 C95 32.001 8.053 23.948 00:17:23
C104 C96 2.214 2.214 0 00:01:52
C104 C97 18.202 18.202 0 00:13:00
C104 C98 21.796 8.053 13.743 00:13:37
C104 C99 27.756 6.44 21.316 00:17:54
C104 C100 3.788 3.788 0 00:02:49
C104 C101 13.794 13.794 0 00:09:07
C104 C102 26.196 6.44 19.756 00:16:24
C104 C103 20.704 10.141 10.563 00:13:25
C104 C104 0 0 0 00:00:00
C104 C105 25.873 7.544 18.329 00:14:53
C104 C106 16.032 16.032 0 00:10:20
C104 C107 8.48 8.48 0 00:05:55
C104 C108 4.163 4.163 0 00:03:02
C104 C109 10.585 7.448 3.137 00:07:35
C104 C110 14.102 14.102 0 00:10:10
C104 C111 14.19 10.707 3.483 00:09:26
C104 C112 4.845 4.845 0 00:03:36
C104 C113 4.845 4.845 0 00:03:36
C104 C114 6.513 6.513 0 00:05:02
C104 C115 20.044 15.494 4.55 00:12:50
C104 C116 15.941 8.722 7.219 00:09:59
C104 C117 14.237 14.237 0 00:09:06
C104 C118 14.493 8.053 6.44 00:09:14
C104 C119 12.578 8.267 4.311 00:09:06
C104 C120 20.552 14.61 5.942 00:13:15
C104 C121 31.911 6.44 25.471 00:19:42
C104 C122 12.885 8.154 4.731 00:08:17
C104 C123 17.93 3.216 14.714 00:11:52
C104 C124 13.813 6.44 7.373 00:08:51
C104 C125 15.454 7.304 8.15 00:10:12
C104 C126 13.485 8.154 5.331 00:11:01
C104 C127 16.449 6.44 10.009 00:10:26
C104 C128 22.594 10.685 11.909 00:14:13
C104 C129 13.411 9.625 3.786 00:08:35
C104 C130 25.698 10.141 15.557 00:16:24
C104 C131 33.231 8.053 25.178 00:18:49
C104 C132 19.319 7.544 11.775 00:11:17
C104 C133 18.842 8.053 10.789 00:12:17
C104 C134 18.097 3.216 14.881 00:11:44
C104 C135 12.578 8.267 4.311 00:09:06
C104 C136 25.814 8.053 17.761 00:16:18
C104 C137 10.52 8.154 2.366 00:06:51
C104 C138 14.422 14.422 0 00:09:28
C104 C139 17.482 14.61 2.872 00:11:18
C104 C140 7.169 7.169 0 00:05:07
C104 C141 5.097 5.097 0 00:03:52
C104 C142 31.696 8.053 23.643 00:28:04
C104 C143 31.33 12.001 19.329 00:18:10
C104 C144 21.561 7.304 14.257 00:14:00
C104 C145 4.253 4.253 0 00:03:12
C104 C146 21.745 14.61 7.135 00:14:16
C104 C147 26.606 7.304 19.302 00:16:31
C104 C148 5.922 5.922 0 00:04:39
C104 C149 16.718 8.053 8.665 00:11:14
C104 C150 15.61 7.304 8.306 00:09:55
C104 C151 5.837 5.837 0 00:04:35
C104 C152 36.623 12.001 24.622 00:21:37
C104 C153 33.654 8.053 25.601 00:18:50
C104 C154 6.012 6.012 0 00:04:09
C104 C155 12.523 12.523 0 00:08:11
C104 C156 14.61 14.61 0 00:09:35
C104 C157 6.955 6.955 0 00:04:52
C104 C158 14.439 6.44 7.999 00:09:36
C104 C159 16.865 3.216 13.649 00:11:21
C104 C160 7.197 7.197 0 00:05:13
C104 C161 12.37 6.44 5.93 00:07:59
C104 C162 12.786 12.786 0 00:08:13
C104 C163 25.614 8.053 17.561 00:15:28
C104 C164 12.954 8.053 4.901 00:08:19
C104 C165 22.92 3.216 19.704 00:15:07
C104 C166 5.039 5.039 0 00:03:54
C104 C167 18.369 13.332 5.037 00:11:29
C104 C168 21.907 8.722 13.185 00:13:46
C104 C169 27.957 12.001 15.956 00:16:48
C104 C170 22.143 8.688 13.455 00:16:33
C104 C171 19.835 8.722 11.113 00:12:32
C104 C172 22.723 10.507 12.216 00:15:22
C104 C173 10.582 7.653 2.929 00:07:31
C104 C174 0.725 0.725 0 00:00:58
C104 C175 4.592 4.592 0 00:03:48
C104 C176 9.211 9.211 0 00:06:07
C104 C177 15.636 15.636 0 00:10:04
C104 C178 31.876 12.001 19.875 00:18:20
C104 C179 8.895 8.895 0 00:06:22
C104 C180 28.389 8.053 20.336 00:15:29
C104 C181 26.261 8.053 18.208 00:16:25
C104 C182 13.699 8.053 5.646 00:08:45
